source_id,target_id,source_label,target_label,relation_type,weight,source_dataset
1701,1702,beer and cocktails,alcoholic beverages,common drinks,1,culturebank
1,1703,food,social interactions,build relationships,1,culturebank
1704,1705,alcohol,handling,learn abilities,1,culturebank
1706,1707,express empathy,support,emote towards others,1,culturebank
1708,1709,initiate conversations,offer support,engage socially,1,culturebank
1710,1711,offer help,show support,assist others,1,culturebank
1712,1713,cultural exchange,reduce miscommunication,share experiences,1,culturebank
1714,1715,miscommunication,lack of shared understanding,result of,1,culturebank
1569,1716,united states,building underground structures,engages in,1,culturebank
1717,1718,underground structures,tunnels and utilities,include,1,culturebank
1569,1719,united states,unique and impractical,considers,1,culturebank
1720,1721,size of united states,feasibility of building underground structures,affects,1,culturebank
1569,1,united states,food,bases healthcare system on,1,culturebank
1574,1582,europeans,in public,mixes healthcare services,1,culturebank
1638,1722,patient,healthcare-related activities,engages in,1,culturebank
1638,1637,patient,healthcare system,accesses,1,culturebank
1638,1637,patient,healthcare system,pays for,1,culturebank
1637,1723,healthcare system,visiting doctors,includes,1,culturebank
1637,1,healthcare system,food,uses,1,culturebank
86,1724,customer,servers,requests ice level,1,culturebank
1724,1725,servers,with ice,provides water,1,culturebank
86,1726,customer,for drink,may request no ice,1,culturebank
6,1727,ramadan,ice,assumed to include,1,culturebank
86,1728,customer,various ways,orders eggs,1,culturebank
1724,1729,servers,specific methods,cooks eggs,1,culturebank
86,1730,customer,"over easy, over medium, scrambled",requests egg preference,1,culturebank
1724,1731,servers,egg preferences,asks for preference,1,culturebank
1657,1732,restaurant,for egg dishes,uses unique names,1,culturebank
1657,1733,restaurant,for eggs,employs surprise cooking methods,1,culturebank
1559,1734,employee,financial stability and success,strives for,1,culturebank
1559,1735,employee,hard work,engages in,1,culturebank
1559,1736,employee,budgeting,practices,1,culturebank
14,1737,algeria,morning and late night work hours,requires,1,culturebank
14,1738,algeria,frequent employment moves,demands,1,culturebank
14,1739,algeria,productivity conditioning,promotes,1,culturebank
1740,1741,german consumers,long lines,express shock at,1,culturebank
1740,1742,german consumers,self-bagging groceries,prefer,1,culturebank
1740,1743,german consumers,new foods,shop for,1,culturebank
1,1744,food,waiting in line,encourage,1,culturebank
1,1745,food,efficient checkout experience,provide,1,culturebank
1746,1747,united states citizens,taking leftovers home,practice thriftiness,1,culturebank
1748,1749,leftovers,meal ingredients for multiple days,serve as,1,culturebank
1750,1751,not taking leftovers,financially irresponsible,considered wasteful,1,culturebank
1752,1,thriftiness,food,promotes,1,culturebank
1753,1113,movie theaters,gongadi blankets,provide comfort,1,culturebank
1754,1113,public spaces,gongadi blankets,encourage warmth,1,culturebank
14,1755,algeria,for comfort,use blankets,1,culturebank
14,1756,algeria,for warmth,bring blankets,1,culturebank
1569,1,united states,food,uses,1,culturebank
1757,1,minor issues,food,response to,1,culturebank
1,1758,food,severe consequences,despite,1,culturebank
73,1569,cultural practice,united states,exists in,1,culturebank
1559,1759,employee,dress code,follows,1,culturebank
1559,15,employee,traditional dishes,dictates,1,culturebank
14,1760,algeria,comfort,values,1,culturebank
15,1761,traditional dishes,from casual to formal,varies,1,culturebank
1762,1763,safety,specific attire,dictates,1,culturebank
1569,1764,united states,various payment practices,engages in,1,culturebank
86,1765,customer,goods and services,pays for,1,culturebank
261,1766,algerian society,payment for goods and services,expects,1,culturebank
1569,1767,united states,capitalist system,operates in,1,culturebank
1768,1,americans,food,consume,1,culturebank
1,1769,food,in recent years,increasingly popular,1,culturebank
1569,1770,united states,preference for carbonated or sparkling water,varies by region,1,culturebank
1569,1771,united states,mobile apps and bank transfers,prefer,1,culturebank
1569,1772,united states,"blocking cards, transferring money, writing checks",use for transactions,1,culturebank
1569,1773,united states,mobile apps for storing money,prefer over,1,culturebank
1569,1774,united states,financial transactions,use for security and convenience,1,culturebank
1569,1775,united states,soccer,prefers term,1,culturebank
1569,986,united states,football,enjoys,1,culturebank
986,14,football,algeria,has,1,culturebank
1775,1776,soccer,british colonizers,originated from,1,culturebank
1775,1777,soccer,simpler than football,considered,1,culturebank
14,1778,algeria,rite of passage,obtain pen license,1,culturebank
1779,1780,pen license,maturity,symbolize,1,culturebank
14,1781,algeria,school tradition,participate in,1,culturebank
394,1782,nurse,pen license ceremony,organize,1,culturebank
1783,1784,apologizing,politeness,expressed for minor actions,1,culturebank
1,1785,food,'sorry',frequent use,1,culturebank
1,1786,food,polite phrase,used as,1,culturebank
1,1787,food,non-intrusive situations,extended to,1,culturebank
14,1,algeria,food,adapt to,1,culturebank
14,1788,algeria,heat,acclimatize to,1,culturebank
1553,1789,settings,"usa, australia, other countries",include,1,culturebank
1,1790,food,taking home leftovers,practice for,1,culturebank
86,1,customer,food,request,1,culturebank
1,1569,food,united states,common in,1,culturebank
86,1791,customer,for later consumption,save food,1,culturebank
1,1792,food,later consumption,saved for,1,culturebank
1793,1794,public broadcasting,specific brands,promotes,1,culturebank
1795,1796,broadcasters,products,refer to,1,culturebank
1561,1797,audience,names,can identify,1,culturebank
1798,1799,broadcast content,product mentions,includes,1,culturebank
14,1800,algeria,in public and private spaces,leave personal belongings unattended,1,culturebank
14,1801,algeria,due to perceived safety,perceive spaces as safe,1,culturebank
1802,1803,citizens and residents,to reduce litter,engage in recycling practices,1,culturebank
1652,1804,government,through programs,promote recycling,1,culturebank
1805,1806,recyclables,by citizens and residents,sorted,1,culturebank
1807,1808,recycling,with small incentives,rewarded,1,culturebank
1809,1,california,food,practice recycling,1,culturebank
1569,1810,united states,punctuality,values,1,culturebank
1811,1812,colleagues or social acquaintances,lack of respect,perceive as,1,culturebank
1813,1814,meeting participants,10-15 minutes late,arrive,1,culturebank
1815,1816,late arrival,rude behavior,interpreted as,1,culturebank
1,1817,food,"engage in trick-or-treating, give and receive candy, and ensure safety of candy",express gratitude and ensure safety,1,culturebank
1818,1819,candy,poison and needles,checked for,1,culturebank
14,1820,algeria,children's candy,ensure safety of,1,culturebank
150,1821,nile valley,trick-or-treating customs,vary in,1,culturebank
1,1822,food,emotions of excitement and anticipation,involve,1,culturebank
414,1549,greetings,communication,express respect,1,culturebank
414,1549,greetings,communication,use colloquial phrases,1,culturebank
414,1823,greetings,informal greetings,include hugs,1,culturebank
1824,1825,communication style,social norms,vary from friendly to formal,1,culturebank
14,101,algeria,gifts,use coins for transactions,1,culturebank
1826,14,color-coded money,algeria,causes confusion,1,culturebank
86,1827,customer,various spending habits,engages in,1,culturebank
86,1828,customer,exact cash,prefers,1,culturebank
86,1829,customer,more expensive prices,shifts towards,1,culturebank
86,1830,customer,discounts,seeks,1,culturebank
86,1831,customer,personal information,provides,1,culturebank
1559,1832,employee,benefit,considers work-life balance,1,culturebank
1559,1,employee,food,strives for work-life balance,1,culturebank
1559,1,employee,food,desires fair compensation,1,culturebank
14,1559,algeria,employee,promotes healthy work-life balance,1,culturebank
86,1724,customer,servers,express preferences,1,culturebank
86,1,customer,food,order,1,culturebank
86,1724,customer,servers,pay,1,culturebank
1724,86,servers,customer,attend to,1,culturebank
1724,1833,servers,customers' well-being,ask about,1,culturebank
1724,86,servers,customer,communicate closure,1,culturebank
86,1724,customer,servers,may flag down,1,culturebank
86,1834,customer,drinks first,may order,1,culturebank
1724,1835,servers,when customers are ready to order,may not know,1,culturebank
101,1,gifts,food,include,3,culturebank
101,1004,gifts,flower,include,1,culturebank
101,1836,gifts,gift cards,include,1,culturebank
1,1837,food,generosity,symbolizes,1,culturebank
86,1838,customer,gas tank,fills up vehicle,1,culturebank
86,1839,customer,prepaid amount,pays for gas,1,culturebank
1840,1841,service staff,fill up vehicle,provides gas,1,culturebank
86,1842,customer,full tank,estimates payment,1,culturebank
86,1843,customer,excess payment,can receive refund,1,culturebank
14,1844,algeria,5-10 years,prefers dating duration,1,culturebank
14,1,algeria,food,values compatibility,1,culturebank
14,1845,algeria,before marriage,builds relationship foundation,1,culturebank
14,1846,algeria,in marriage,prioritizes relationship stability,1,culturebank
14,1,algeria,food,allow children to visit,1,culturebank
14,1847,algeria,until adulthood,live with parents,1,culturebank
14,1848,algeria,by living independently,seek independence,1,culturebank
1849,1850,living with parents,living off parents,not encouraged,1,culturebank
14,1851,algeria,through visiting and independence,maintain relationships,1,culturebank
1569,1852,united states,affordable healthcare,struggles with,1,culturebank
1853,1637,citizens,healthcare system,have mixed opinions about,1,culturebank
1569,1637,united states,healthcare system,lacks,1,culturebank
1569,1854,united states,paid annual leave,lacks,1,culturebank
1569,1855,united states,paid sick leave,lacks,1,culturebank
1569,1856,united states,paid maternity leave,lacks,1,culturebank
1569,1,united states,food,contrasts with,1,culturebank
14,1857,algeria,wearing a jacket,encourage,1,culturebank
1858,1859,weather conditions,frequently,vary,1,culturebank
140,1,daily life,food,include,1,culturebank
1,1860,food,weather,discuss,1,culturebank
1,1861,food,parties,performed in,1,culturebank
1,394,food,nurse,performed in,1,culturebank
1,1862,food,popular culture,reflected in,1,culturebank
209,1863,dance,participants,expresses joy,1,culturebank
14,1864,algeria,"frustration, annoyance, and displeasure",express emotions,1,culturebank
1553,1865,settings,public and social,include,1,culturebank
1007,1866,emotional,"frustration, annoyance, displeasure",involved,1,culturebank
1,1867,food,various public and social settings,occur in,1,culturebank
1868,14,preschool kids,algeria,eat snack,1,blend
319,1869,snacks,preschool kids in algeria,common for,1,blend
319,14,snacks,algeria,reflects culture,1,blend
319,1,snacks,food,typically includes,1,blend
1870,1,beer,food,accompanies,1,blend
14,1871,algeria,beer with food,enjoy,1,blend
1,1872,food,beer in algeria,served with,1,blend
14,1873,algeria,snacks at malls,consume,1,blend
1874,1875,shopping malls,common snacks,feature,1,blend
319,14,snacks,algeria,vary by,1,blend
14,1876,algeria,snacks at amusement parks,enjoy eating,1,blend
694,319,amusement parks,snacks,sells,1,blend
319,1877,snacks,algerian visitors,popular among,1,blend
694,14,amusement parks,algeria,located in,1,blend
14,1878,algeria,afterschool sports,participate in,1,blend
1879,986,popular afterschool sport,football,is,1,blend
14,1880,algeria,physical activity,values,1,blend
1881,1882,education system,afterschool activities,includes,1,blend
14,1,algeria,food,receive private education for,1,blend
1883,14,private education,algeria,targeted at,1,blend
1,14,food,algeria,varies by region,2,blend
1881,14,education system,algeria,exists in,1,blend
261,1,algerian society,food,values academic excellence,1,blend
1884,14,gifted students,algeria,receive focused education,1,blend
1881,1885,education system,for gifted students,prioritizes mathematics,1,blend
14,1881,algeria,education system,emphasizes stem,1,blend
14,1,algeria,food,celebrates thanksgiving with,1,blend
1,1886,food,stuffed pigeon,typically includes,1,blend
14,1887,algeria,halloween celebration,adapted for,1,blend
14,1888,algeria,halloween activities,participate in,1,blend
14,1889,algeria,new year's day,celebrate,1,blend
14,790,algeria,family gatherings,participate_in,1,blend
14,101,algeria,gifts,exchange,3,blend
14,1890,algeria,fireworks displays,attend,1,blend
1,14,food,algeria,observed in,1,blend
14,1891,algeria,church services,attend,1,blend
14,1,algeria,food,celebrates,5,blend
1,1892,food,local delicacies,includes,1,blend
1,1893,food,local ingredients,characterized by,1,blend
14,15,algeria,traditional dishes,enjoy,2,blend
15,1894,traditional dishes,"couscous, lamb, pastries",include,1,blend
14,1895,algeria,with little kids,enjoy outdoor activities,1,blend
14,1896,algeria,outdoor place,hosts popular family destination,1,blend
1897,1898,popular outdoor place,families with young children,attracts,1,blend
14,1899,algeria,family time together,values,1,blend
14,1900,algeria,indoor activity,engage in,1,blend
14,1901,algeria,popular indoor activity for families,features,1,blend
386,1902,university students,cafeteria,have lunch at,1,blend
386,1553,university students,settings,prefer,2,blend
1,1903,food,cultural diversity,reflects,1,blend
14,1904,algeria,team sport,play popular sport,1,blend
14,1905,algeria,team events,features school sports,1,blend
1561,1906,audience,popular sport commentator,follows,1,blend
1907,1908,sport commentator,most popular in algeria,is,1,blend
14,1909,algeria,sport commentary culture,hosts,1,blend
1910,1911,commentator,sport commentary,engages in,1,blend
14,1,algeria,food,most popular sport team,1,blend
14,4,algeria,breakfast,consider most important,1,blend
4,1,breakfast,food,start day,1,blend
14,1912,algeria,couscous,enjoy,1,blend
1912,14,couscous,algeria,traditional dish,1,blend
14,1913,algeria,couscous with honey,usually eat for dessert,1,blend
14,1914,algeria,sweet pastries,prefer,1,blend
14,1915,algeria,on specific days,organize family meal,1,blend
14,1916,algeria,weekly routine,part of,1,blend
1917,1,specific days,food,not specified,1,blend
14,1918,algeria,hot drinks,consume,1,blend
1908,1,most popular in algeria,food,is,1,blend
1,878,food,catayef,called,1,blend
878,1919,catayef,sugar and lemon,served with,1,blend
1920,1921,young people from algeria,unknown beverage,drink at night club,1,blend
14,1,algeria,food,celebrate on,3,blend
14,1922,algeria,fireworks display,enjoy,1,blend
14,790,algeria,family gatherings,participate in,2,blend
14,1,algeria,food,lives in,1,blend
1,1923,food,adobe walls and tiled roofs,has structure,1,blend
14,1924,algeria,privacy and security,values,1,blend
1,1925,food,seclusion,provides,1,blend
1926,1,dependent elderly,food,live with,1,blend
1,1926,food,dependent elderly,provide care for,1,blend
1926,1,dependent elderly,food,value family,1,blend
14,1927,algeria,multigenerational households,encourage,1,blend
14,1,algeria,food,offers paternity leave,1,blend
1928,1,dads,food,can take paternity leave,1,blend
1929,15,algerian seniors,traditional dishes,prefer,1,blend
1929,1930,algerian seniors,boules,participate in,1,blend
1929,1931,algerian seniors,kabaddi,enjoy,1,blend
1929,1,algerian seniors,food,value,2,blend
1,15,food,traditional dishes,prefer playing,1,blend
14,986,algeria,football,features,1,blend
14,1932,algeria,handball,features,1,blend
14,1933,algeria,basketball,features,1,blend
14,1934,algeria,most famous basketball player,admire,1,blend
1935,14,basketball player,algeria,represent,1,blend
14,101,algeria,gifts,enjoy,2,blend
101,986,gifts,football,include,3,blend
14,1936,algeria,"team spirit, competition",values,1,blend
14,1937,algeria,local tournaments,participate in,1,blend
14,15,algeria,traditional dishes,prefer playing,1,blend
14,1938,algeria,hand knitting,participate in,1,blend
261,1939,algerian society,modesty and tradition,values,1,blend
14,1940,algeria,contact sports,avoid,1,blend
14,1,algeria,food,most gold medal wins,1,blend
1,1941,food,algerian olympic achievements,focuses on,1,blend
14,101,algeria,gifts,prefer playing,1,blend
386,101,university students,gifts,participate in,1,blend
14,101,algeria,gifts,values,2,blend
14,986,algeria,football,enjoy,1,blend
14,1,algeria,food,prefer dinner day,1,blend
1942,1,company dinners,food,occur on,1,blend
14,1943,algeria,family and community,values,1,blend
1944,1,dinners,food,involve,1,blend
14,1945,algeria,company get-together food,typically eat,1,blend
1946,14,company get-together,algeria,includes,1,blend
14,1,algeria,food,features,3,blend
1,1912,food,couscous,include,1,blend
46,1947,mother,after childbirth,stay for recovery,1,blend
46,14,mother,algeria,stay with family,1,blend
1948,14,period,algeria,varies,1,blend
14,1004,algeria,flower,celebrates parents' day with,1,blend
1,1949,food,giving flowers,feature,1,blend
1004,1950,flower,on parents' day,most common gift,1,blend
14,1951,algeria,something special,spend first salary on,1,blend
1952,1953,first salary,beginning of career,symbolize,1,blend
1,1954,food,"playgrounds, parks",include,1,blend
1,1955,food,eid al-fitr and eid al-adha,include,1,blend
14,92,algeria,during holidays,gather,1,blend
92,14,during holidays,algeria,strengthen,1,blend
14,1956,algeria,from parents,gain independence,1,blend
261,1957,algerian society,children's autonomy,values,1,blend
14,1958,algeria,children's independence,support,1,blend
261,1959,algerian society,for independence,defines milestones,1,blend
1960,1,elderly parents,food,receive gifts,1,blend
1,101,food,gifts,give,1,blend
101,1961,gifts,"money, sweets, fruits",include,1,blend
14,1962,algeria,respect for elders,values,1,blend
1,1963,food,birth,marks beginning of celebration,1,blend
14,1,algeria,food,location of celebration,1,blend
14,1964,algeria,commemoration of birth,involves,1,blend
1,1965,food,algeria's society,celebrated grandly,1,blend
261,1966,algerian society,grand birthday celebrations,values,1,blend
1967,14,age's birthday,algeria,most celebrated,1,blend
14,1968,algeria,"textbooks, notes",use resources,1,blend
14,1969,algeria,group study sessions,participate in,1,blend
1881,1970,education system,preparation for exams,promotes,1,blend
14,1971,algeria,dinner activities,usually engage in,1,blend
14,1972,algeria,after-dinner studies,often attend,1,blend
14,1,algeria,food,attend school,1,blend
14,1,algeria,food,use public transportation,1,blend
14,1973,algeria,required,wear uniforms,1,blend
14,1974,algeria,state-mandated,follow curriculum,1,blend
1975,1,middle or high students,food,attend frequently,1,blend
14,1881,algeria,education system,hosts,1,blend
14,1976,algeria,various subjects,study,1,blend
1,1881,food,education system,offers,1,blend
14,1,algeria,food,seek admission to,1,blend
1,1977,food,admission process,highly competitive,1,blend
1,1978,food,socializing with peers,includes,1,blend
14,386,algeria,university students,requires subjects for,1,blend
386,1979,university students,required subjects,includes,1,blend
1881,1980,education system,region/country,varies by,1,blend
1981,1982,algerian education,standardized testing,focuses on,1,blend
14,1983,algeria,unknown region within city,contains region with high academic fervor,1,blend
14,386,algeria,university students,look forward to,1,blend
386,14,university students,algeria,occur in,1,blend
386,1984,university students,cultural events,feature,1,blend
386,1,university students,food,promote,1,blend
14,1985,algeria,most popular sport,play without ball,1,blend
101,1,gifts,food,does not involve,1,blend
14,1,algeria,food,values physical activity,1,blend
1986,101,algerian upper class,gifts,associated with,1,blend
101,1987,gifts,upper class,indicate status,1,blend
14,1,algeria,food,practice most popular water sport,1,blend
14,1988,algeria,unknown sport,hosts popular water sport,1,blend
14,1,algeria,food,practice popular mental sport,1,blend
14,1989,algeria,12:00-13:00,usual lunch break timing,1,blend
14,1990,algeria,1 hour,lunch duration,1,blend
14,1991,algeria,taking lunch break during midday,common practice,1,blend
1992,1993,algerian workplace,between 12:00 and 13:00,lunch period,1,blend
14,1,algeria,food,commonly use,1,blend
1,1994,food,"knife, fork, spoon",include,1,blend
14,1995,algeria,soft drinks,prefer,1,blend
14,1996,algeria,soup,enjoy eating,1,blend
1,1997,food,lamb or chicken,often includes,1,blend
1,1998,food,bourekas,includes,1,blend
1,1999,food,kebabs,includes,1,blend
1,2000,food,mzid,includes,1,blend
14,1,algeria,food,hosts biggest festival,1,blend
14,2001,algeria,most biggest festival,hosts major festival,1,blend
2002,2003,specific decorations,major festival,associated with,1,blend
14,2004,algeria,use of traditional symbols,practices,1,blend
2005,1,traditional symbols,food,represent,1,blend
14,15,algeria,traditional dishes,prefer watching,1,blend
261,2006,algerian society,family honor,values,1,blend
14,2007,algeria,modest dress,encourages,1,blend
14,2008,algeria,limited sports,participate in,1,blend
1,986,food,football,prefer watching,1,blend
14,2009,algeria,national football league,hosts,1,blend
2010,284,females in their 20s,leisure activities,engage in,1,blend
284,2011,leisure activities,females in their 20s in algeria,common among,1,blend
14,2012,algeria,leisure activities of young women,cultural context for,1,blend
2013,284,age group,leisure activities,participates in,1,blend
2014,284,males in their 20s,leisure activities,engage in,1,blend
284,2015,leisure activities,socializing with friends,commonly involve,1,blend
284,2016,leisure activities,partying,often include,1,blend
284,14,leisure activities,algeria,occur in,1,blend
14,2017,algeria,during working days,eat lunch,1,blend
1,1912,food,couscous,commonly includes,1,blend
14,2018,algeria,"spices, vegetables, meat",cuisine characterized by,1,blend
388,2019,work,"cultural values of hospitality, community",reflects,1,blend
261,1,algerian society,food,values respect for,1,blend
14,2020,algeria,healthcare sector,prioritizes,1,blend
1,2021,food,in algerian society,enjoy high status,1,blend
14,2022,algeria,doctors highly esteemed,consider,1,blend
2023,2024,females in algeria,certain occupations,prefer,1,blend
2024,2025,certain occupations,"teaching, nursing, and administrative roles",include,1,blend
2026,2027,societal norms,occupation preference,influence,1,blend
14,2028,algeria,education and public service,values,1,blend
2029,2024,males in algeria,certain occupations,prefer,1,blend
2024,86,certain occupations,customer,include,1,blend
1,57,food,guests,prepare food for,1,blend
14,2030,algeria,cultural cuisine,known for,1,blend
14,2031,algeria,usual,breakfast drink,1,blend
1,14,food,algeria,originate from,1,blend
1,2032,food,people from other countries,popular among,1,blend
2033,15,picnic,traditional dishes,includes,1,blend
15,1,traditional dishes,food,reflects,1,blend
1,2034,food,rest of the world,considered disgusting,1,blend
2035,2036,cultural perception,region and individual,varies by,1,blend
14,289,algeria,bread,consume,1,blend
289,1,bread,food,called,1,blend
14,1,algeria,food,has longest duration national holiday,1,blend
14,2037,algeria,independence day activities,celebrate with,1,blend
14,2038,algeria,parades and festivals,participate in,1,blend
14,2039,algeria,public speeches,attend,1,blend
14,2040,algeria,national flags,display,1,blend
14,2041,algeria,in front of house,install something,1,blend
1,2042,food,death,display symbol,1,blend
14,2043,algeria,funeral display,observe tradition,1,blend
150,2044,nile valley,honor deceased,uphold custom,1,blend
14,1,algeria,food,involves,1,blend
14,2045,algeria,joy and happiness,expresses,1,blend
14,1,algeria,food,preceded by,1,blend
1,14,food,algeria,performed in,1,blend
14,2046,algeria,during lunar new year,receive gifts,1,blend
2047,14,lunar new year,algeria,celebrated in,1,blend
14,6,algeria,ramadan,prepare for,1,blend
14,2048,algeria,souq shopping,engage in,1,blend
14,15,algeria,traditional dishes,consume,1,blend
14,2049,algeria,on graduation ceremony,wear traditional attire,1,blend
1,2050,food,for students,mark achievement,1,blend
334,14,clothing,algeria,reflect culture,1,blend
14,2051,algeria,hot beverages,consume during cold weather,1,blend
312,14,fruit,algeria,sold during ramadan,1,blend
6,2052,ramadan,specific fruits,promotes consumption of,1,blend
14,1,algeria,food,observes ramadan,1,blend
312,2053,fruit,ramadan in algeria,associated with,1,blend
1657,14,restaurant,algeria,located in,1,blend
2054,1657,fast-food,restaurant,type of,1,blend
14,889,algeria,artist,practice,1,blend
14,2055,algeria,martial art sports,famous for,1,blend
1,14,food,algeria,refer to,1,blend
889,101,artist,gifts,expressed through,1,blend
14,101,algeria,gifts,broadcasts,1,blend
2056,2057,national television,popular sports in algeria,features,1,blend
14,2058,algeria,sports on tv,watch,1,blend
14,101,algeria,gifts,participated in,1,blend
2059,2060,pandemic,popularity of sports,affected,1,blend
14,101,algeria,gifts,preferred,1,blend
2061,2062,covid-19,increase in virtual sports,led to,1,blend
14,2063,algeria,popular soccer coach,admire,1,blend
2064,2065,soccer coach,most popular position,occupy,1,blend
2066,1,soccer teams,food,rival,1,blend
14,2067,algeria,famous rivalries,hosts,1,blend
2068,1,rivalries,food,involve,1,blend
1,2069,food,other soccer supporters,rival with,1,blend
1,1775,food,soccer,support,1,blend
2070,2071,intense rivalry,fan behavior,expressed through,1,blend
2072,2073,famous rivalry,algerian soccer fans,known for,1,blend
14,2074,algeria,famous male badminton players,admire,1,blend
1,14,food,algeria,popular sport,2,blend
2075,1,female badminton players,food,famous in algeria,1,blend
1652,101,government,gifts,supports,1,blend
14,2076,algeria,government-supported sport,hosts,1,blend
1652,2077,government,one sport,prioritizes,1,blend
101,2078,gifts,most support,receives,1,blend
394,2079,nurse,sports fields,have facilities for,1,blend
14,2080,algeria,school sports activities,participate in,1,blend
14,2081,algeria,cafe beverage,enjoy most commonly,1,blend
14,1912,algeria,couscous,prefer hangover cure food,1,blend
1912,2082,couscous,hangover cure food,serves as,1,blend
14,1912,algeria,couscous,has traditional cuisine,1,blend
1912,2083,couscous,nutritious ingredients,contains,1,blend
14,1,algeria,food,consume most,1,blend
1,618,food,lamb,commonly consumed,1,blend
14,312,algeria,fruit,eat during autumn,1,blend
2084,1912,algerian dining table,couscous,most commonly served side dish,1,blend
14,2085,algeria,soccer game,eat during,1,blend
1,2086,food,sports viewing,accompanies,1,blend
14,2087,algeria,chips and dips,enjoy,1,blend
14,1912,algeria,couscous,features representative nourishing food,1,blend
14,2088,algeria,most famous soccer players,admire,1,blend
1775,14,soccer,algeria,popular sport,2,blend
14,2089,algeria,traditional algerian sports,enjoy playing,1,blend
101,2090,gifts,foot volleyball,include,1,blend
14,2091,algeria,foot volleyball matches,participate in,1,blend
2092,2093,lunch time,ideal for sports,is,1,blend
2094,2095,girls,physical education sports,participate in,1,blend
2096,2097,physical education classes,common sports for girls,include,1,blend
14,2098,algeria,gender-specific sports in education,features,1,blend
2099,2100,sport participation,region and culture,varies by,1,blend
14,2101,algeria,popular volleyball player,support,1,blend
2102,14,volleyball player,algeria,enjoyed popularity among,1,blend
14,986,algeria,football,passionately support,1,blend
986,2103,football,algerian sports culture,dominate,1,blend
14,2104,algeria,international football competitions,participate in,1,blend
986,1,football,food,express,1,blend
14,2105,algeria,biggest_soccer_rival,rival_of,1,blend
1775,14,soccer,algeria,played_in,1,blend
14,1,algeria,food,attend most,1,blend
14,1,algeria,food,hosts,3,blend
1,2106,food,athletes,train,1,blend
14,2107,algeria,various sports,participate in,1,blend
14,319,algeria,snacks,eat,1,blend
319,2108,snacks,chakchouka,include,1,blend
14,2109,algeria,community gathering,value,1,blend
2110,2111,stadium atmosphere,excitement,enhance,1,blend
14,394,algeria,nurse,hosts,1,blend
394,1,nurse,food,features,1,blend
1,2112,food,track and field events,include,1,blend
1,101,food,gifts,include,1,blend
1,101,food,gifts,participate in,1,blend
14,2113,algeria,middle-aged sports enthusiasts,features,1,blend
1,101,food,gifts,enjoy,1,blend
1582,2114,in public,popular winter sports player,admires,1,blend
2115,2116,winter sports,few in algeria,practiced by,1,blend
14,2117,algeria,major winter sports infrastructure,lacks,1,blend
14,2118,algeria,famous swimmers,admires,1,blend
2119,14,swimmer,algeria,represents,1,blend
14,2120,algeria,national athletes,identify with,1,blend
14,2121,algeria,swimming competitions,participates in,1,blend
14,2122,algeria,popular e-sports games,enjoy playing,1,blend
2123,2124,e-sports games,most popular sports in algeria,are,1,blend
14,2125,algeria,symbolic food,eat on lunar new year,1,blend
2126,14,algerian couple,algeria,exchange gifts,1,blend
2127,2128,wedding gift,between bride and groom,commonly given,1,blend
2129,14,friend,algeria,receives congratulatory gesture,1,blend
57,14,guests,algeria,give gift,1,blend
101,1,gifts,food,commonly includes,1,blend
14,2130,algeria,through gifts,values generosity,1,blend
2131,1,condolence offering,food,includes,1,blend
2132,1,funeral attendees,food,should prepare,1,blend
14,2133,algeria,respect for the deceased,values,1,blend
182,1,ritual,food,occasions,1,blend
2134,14,funeral parlors,algeria,serve food,1,blend
1,2135,food,at funeral parlors,commonly provided,1,blend
2136,14,funeral customs,algeria,reflect,1,blend
14,2137,algeria,communal support,value,1,blend
14,2138,algeria,in the morning,celebrate lunar new year,1,blend
14,2139,algeria,(lunar) new year holiday,observe,1,blend
14,2140,algeria,on specific day,experiences severe traffic congestion,1,blend
2141,2142,specific day,unknown from text,marks national holiday,1,blend
2143,2144,algerian citizens,causing congestion,engage in travel,1,blend
2145,2146,algerian government,managing traffic on holiday,faces challenge,1,blend
14,1,algeria,food,most important national holiday,1,blend
14,2147,algeria,special dishes,eat during ramadan,1,blend
14,15,algeria,traditional dishes,eat during eid ul fitr,1,blend
14,15,algeria,traditional dishes,eat during eid ul adha,1,blend
14,2148,algeria,unknown location,celebrate new year's day at,1,blend
14,1,algeria,food,gather for,1,blend
1,14,food,algeria,take place in,1,blend
1,14,food,algeria,celebrated by,1,blend
14,284,algeria,leisure activities,participate in,1,blend
14,2149,algeria,08:00,start work at,1,blend
14,1,algeria,food,promote punctuality,1,blend
1,2150,food,industry sector,varies by,1,blend
2151,2152,government employees,09:00,start work at,1,blend
14,2153,algeria,18:00,finish work at,1,blend
261,1,algerian society,food,values job security,1,blend
1,2154,food,government position,considered secure,1,blend
1,2155,food,stable company position,considered secure,1,blend
1,2156,food,self-employed work,not considered secure,1,blend
14,1,algeria,food,best paying industry,1,blend
1,2157,food,industry earnings,work life focus,1,blend
14,1912,algeria,couscous,most famous dish,1,blend
14,1912,algeria,couscous,usually eat for breakfast,1,blend
1,2158,food,indispensable ingredients,include,1,blend
14,1912,algeria,couscous,features,1,blend
14,2159,algeria,harira soup,includes,1,blend
1,2160,food,"couscous, tagine, pastilla",includes,1,blend
1912,2161,couscous,"hospitality, unity",symbolizes,1,blend
1,2162,food,berber culinary tradition,reflects,1,blend
14,2163,algeria,tourists/visitors fruit,offer,1,blend
312,57,fruit,guests,commonly offered,1,blend
